カテゴリー,分類群,和名,学名
絶滅危惧ⅠB類（EN）,維管束植物,オオミヤマカラマツ,Thalictrum filamentosum
絶滅危惧ⅠB類（EN）,維管束植物,ヒレフリカラマツ,Thalictrum toyamae
絶滅危惧ⅠB類（EN）,維管束植物,タマカラマツ,Thalictrum watanabei
絶滅危惧ⅠB類（EN）,維管束植物,アオカズラ,Sabia japonica
絶滅危惧ⅠB類（EN）,維管束植物,モミジバショウマ,Astilbe platyphylla
絶滅危惧ⅠB類（EN）,維管束植物,クモマユキノシタ,Micranthes laciniata
絶滅危惧ⅠB類（EN）,維管束植物,チシマイワブキ,Micranthes nelsoniana var. reniformis
絶滅危惧ⅠB類（EN）,維管束植物,エチゼンダイモンジソウ,Saxifraga acerifolia
絶滅危惧ⅠB類（EN）,維管束植物,ムラサキベンケイソウ,Hylotelephium pallescens
絶滅危惧ⅠB類（EN）,維管束植物,エッチュウミセバヤ,Hylotelephium sieboldii var. ettyuense
絶滅危惧ⅠB類（EN）,維管束植物,ミセバヤ,Hylotelephium sieboldii var. sieboldii
絶滅危惧ⅠB類（EN）,維管束植物,ムニンタイトゴメ,Sedum boninense
絶滅危惧ⅠB類（EN）,維管束植物,カワラマンネングサ,Sedum kawaraense
絶滅危惧ⅠB類（EN）,維管束植物,ヒメマンネングサ,Sedum zentaro-tashiroi
絶滅危惧ⅠB類（EN）,維管束植物,ナガバアリノトウグサ,Gonocarpus chinensis
絶滅危惧ⅠB類（EN）,維管束植物,クマガワブドウ,Vitis kiusiana
絶滅危惧ⅠB類（EN）,維管束植物,シラガブドウ,Vitis shiragae
絶滅危惧ⅠB類（EN）,維管束植物,ハマビシ,Tribulus terrestris
絶滅危惧ⅠB類（EN）,維管束植物,オオバネムノキ,Albizia kalkora
絶滅危惧ⅠB類（EN）,維管束植物,ヤエヤマネムノキ,Albizia retusa
絶滅危惧ⅠB類（EN）,維管束植物,カラフトモメンヅル,Astragalus schelichovii
絶滅危惧ⅠB類（EN）,維管束植物,トカチオウギ,Astragalus tokachiensis
絶滅危惧ⅠB類（EN）,維管束植物,カリバオウギ,Astragalus yamamotoi
絶滅危惧ⅠB類（EN）,維管束植物,カラフトゲンゲ,Hedysarum hedysaroides
絶滅危惧ⅠB類（EN）,維管束植物,チョウセンニワフジ,Indigofera kirilowii
絶滅危惧ⅠB類（EN）,維管束植物,コシキジマハギ,Lespedeza argyrophylla
絶滅危惧ⅠB類（EN）,維管束植物,エゾオヤマノエンドウ,Oxytropis japonica var. sericea
絶滅危惧ⅠB類（EN）,維管束植物,マシケゲンゲ,Oxytropis shokanbetsuensis
絶滅危惧ⅠB類（EN）,維管束植物,オオバフジボグサ,Uraria lagopodoides
絶滅危惧ⅠB類（EN）,維管束植物,ヒメツルアズキ,Vigna minima var. minima
絶滅危惧ⅠB類（EN）,維管束植物,アカササゲ,Vigna vexillata var. tsusimensis
絶滅危惧ⅠB類（EN）,維管束植物,キリタチヤマザクラ,Cerasus sargentii var. akimotoi
絶滅危惧ⅠB類（EN）,維管束植物,クロミサンザシ,Crataegus chlorosarca
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマシロバナヘビイチゴ,Fragaria nipponica var. yakusimensis
絶滅危惧ⅠB類（EN）,維管束植物,ノカイドウ,Malus spontanea
絶滅危惧ⅠB類（EN）,維管束植物,ユウバリキンバイ,Potentilla matsumurae var. yuparensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤブザクラ,Prunus hisauchiana
絶滅危惧ⅠB類（EN）,維管束植物,ブコウマメザクラ,Prunus incisa var. bukosanensis
絶滅危惧ⅠB類（EN）,維管束植物,ホシザクラ,Prunus tamaclivorum
絶滅危惧ⅠB類（EN）,維管束植物,マメナシ,Pyrus calleryana
絶滅危惧ⅠB類（EN）,維管束植物,ミチノクナシ,Pyrus ussuriensis var. ussuriensis
絶滅危惧ⅠB類（EN）,維管束植物,シロヤマブキ,Rhodotypos scandens
絶滅危惧ⅠB類（EN）,維管束植物,ゴショイチゴ,Rubus chingii
絶滅危惧ⅠB類（EN）,維管束植物,エゾノトウウチソウ,Sanguisorba japonensis
絶滅危惧ⅠB類（EN）,維管束植物,カツラギグミ,Elaeagnus takeshitae
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマグミ,Elaeagnus yakusimensis
絶滅危惧ⅠB類（EN）,維管束植物,ミヤマハンモドキ,Rhamnus ishidae
絶滅危惧ⅠB類（EN）,維管束植物,ホソバノキミズ,Elatostema lineolatum var. majus
絶滅危惧ⅠB類（EN）,維管束植物,ランダイミズ,Elatostema platyphyllum
絶滅危惧ⅠB類（EN）,維管束植物,チョクザキミズ,Lecanthus peduncularis
絶滅危惧ⅠB類（EN）,維管束植物,トウカテンソウ,Nanocnide pilosa
絶滅危惧ⅠB類（EN）,維管束植物,アポイカンバ,Betula apoiensis
絶滅危惧ⅠB類（EN）,維管束植物,ムニンカラスウリ,Trichosanthes ovigera var. boninensis
絶滅危惧ⅠB類（EN）,維管束植物,ナガバコバンモチ,Elaeocarpus multiflorus
絶滅危惧ⅠB類（EN）,維管束植物,エノキフジ,Discocleidion ulmifolium
絶滅危惧ⅠB類（EN）,維管束植物,テリハニシキソウ,Euphorbia hirta var. glaberrima
絶滅危惧ⅠB類（EN）,維管束植物,アソタイゲキ,Euphorbia pekinensis subsp. asoensis
絶滅危惧ⅠB類（EN）,維管束植物,ボロジノニシキソウ,Euphorbia sparrmannii
絶滅危惧ⅠB類（EN）,維管束植物,ハナコミカンボク,Phyllanthus liukiuensis
絶滅危惧ⅠB類（EN）,維管束植物,エゾノタカネヤナギ,Salix nakamurana subsp. yezoalpina
絶滅危惧ⅠB類（EN）,維管束植物,タニマスミレ,Viola epipsiloides
絶滅危惧ⅠB類（EN）,維管束植物,アポイタチツボスミレ,Viola sacchalinensis f. alpina
絶滅危惧ⅠB類（EN）,維管束植物,タデスミレ,Viola thibaudieri
絶滅危惧ⅠB類（EN）,維管束植物,オキナワスミレ,Viola utchinensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマカワゴロモ,Hydrobryum puncticulatum
絶滅危惧ⅠB類（EN）,維管束植物,コウライトモエソウ,Hypericum ascyron subsp. ascyron var. longistylum
絶滅危惧ⅠB類（EN）,維管束植物,アゼオトギリ,Hypericum oliganthum
絶滅危惧ⅠB類（EN）,維管束植物,カイフウロ,Geranium shikokianum var. kaimontanum
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマフウロ,Geranium shikokianum var. yoshiianum
絶滅危惧ⅠB類（EN）,維管束植物,ヒルギモドキ,Lumnitzera racemosa
絶滅危惧ⅠB類（EN）,維管束植物,ホザキキカシグサ,Rotala rotundifolia
絶滅危惧ⅠB類（EN）,維管束植物,ハハジマノボタン,Melastoma tetramerum var. pentapetalum
絶滅危惧ⅠB類（EN）,維管束植物,チャンチンモドキ,Choerospondias axillaris
絶滅危惧ⅠB類（EN）,維管束植物,シバタカエデ,Acer miyabei f. shibatae
絶滅危惧ⅠB類（EN）,維管束植物,タイシャクイタヤ,Acer pictum subsp. taishakuense
絶滅危惧ⅠB類（EN）,維管束植物,アツバシロテツ,Melicope grisea var. crassifolia
絶滅危惧ⅠB類（EN）,維管束植物,ツクシボダイジュ,Tilia mandshurica var. rufovillosa
絶滅危惧ⅠB類（EN）,維管束植物,ツチビノキ,Daphnimorpha capitellata
絶滅危惧ⅠB類（EN）,維管束植物,リシリハタザオ,Arabidopsis halleri subsp. gemmifera var. umezawana
絶滅危惧ⅠB類（EN）,維管束植物,オオマルバコンロンソウ,Cardamine arakiana
絶滅危惧ⅠB類（EN）,維管束植物,タカチホガラシ,Cardamine kiusiana
絶滅危惧ⅠB類（EN）,維管束植物,ハナタネツケバナ,Cardamine pratensis
絶滅危惧ⅠB類（EN）,維管束植物,エゾノジャニンジン,Cardamine schinziana
絶滅危惧ⅠB類（EN）,維管束植物,ミヤウチソウ,Cardamine trifida
絶滅危惧ⅠB類（EN）,維管束植物,トモシリソウ,Cochlearia oblongifolia
絶滅危惧ⅠB類（EN）,維管束植物,ナンブイヌナズナ,Draba japonica
絶滅危惧ⅠB類（EN）,維管束植物,キタダケナズナ,Draba kitadakensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤツガタケナズナ,Draba oiana
絶滅危惧ⅠB類（EN）,維管束植物,モイワナズナ,Draba sachalinensis var. sachalinensis
絶滅危惧ⅠB類（EN）,維管束植物,トガクシナズナ,Draba sakuraii var. sakuraii
絶滅危惧ⅠB類（EN）,維管束植物,シロウマナズナ,Draba shiroumana
絶滅危惧ⅠB類（EN）,維管束植物,ハマタイセイ,Isatis tinctoria var. tinctoria
絶滅危惧ⅠB類（EN）,維管束植物,タカネグンバイ,Noccaea cochleariformis
絶滅危惧ⅠB類（EN）,維管束植物,ハリナズナ,Subularia aquatica
絶滅危惧ⅠB類（EN）,維管束植物,ムニンビャクダン,Santalum boninense
絶滅危惧ⅠB類（EN）,維管束植物,アラゲタデ,Persicaria pulchra
絶滅危惧ⅠB類（EN）,維管束植物,キブネダイオウ,Rumex nepalensis subsp. andreaeanus
絶滅危惧ⅠB類（EN）,維管束植物,ニセコガネギシギシ,Rumex trisetifer
絶滅危惧ⅠB類（EN）,維管束植物,アポイツメクサ,Arenaria katoana var. lanceolata
絶滅危惧ⅠB類（EN）,維管束植物,ハイツメクサ,Minuartia biflora
絶滅危惧ⅠB類（EN）,維管束植物,カムイビランジ,Silene hidaka-alpina
絶滅危惧ⅠB類（EN）,維管束植物,チシママンテマ,Silene repens var. latifolia
絶滅危惧ⅠB類（EN）,維管束植物,カラフトマンテマ,Silene repens var. repens
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマサワハコベ,Stellaria diandra var. yakumontana
絶滅危惧ⅠB類（EN）,維管束植物,エゾハコベ,Stellaria humifusa
絶滅危惧ⅠB類（EN）,維管束植物,エゾイワツメクサ,Stellaria pterosperma
絶滅危惧ⅠB類（EN）,維管束植物,アマミクサアジサイ,Cardiandra amamiohsimensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤエヤマヒメウツギ,Deutzia yaeyamensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマルリアジサイ,Hydrangea acuminata subsp. yakushimensis
絶滅危惧ⅠB類（EN）,維管束植物,キモツキクサアジサイ,Hydrangea marunoi
絶滅危惧ⅠB類（EN）,維管束植物,カラフトハナシノブ,Polemonium caeruleum subsp. laxiflorum
絶滅危惧ⅠB類（EN）,維管束植物,ムニンヒサカキ,Eurya boninensis
絶滅危惧ⅠB類（EN）,維管束植物,ムニンノキ,Planchonella boninensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤワラケガキ,Diospyros eriantha
絶滅危惧ⅠB類（EN）,維管束植物,トチナイソウ,Androsace chamaejasme subsp. lehmanniana
絶滅危惧ⅠB類（EN）,維管束植物,シナヤブコウジ,Ardisia cymosa
絶滅危惧ⅠB類（EN）,維管束植物,オオツルコウジ,Ardisia walkeri
絶滅危惧ⅠB類（EN）,維管束植物,サクラソウモドキ,Cortusa matthioli subsp. pekinensis var. sachalinensis
絶滅危惧ⅠB類（EN）,維管束植物,トウサワトラノオ,Lysimachia candida
絶滅危惧ⅠB類（EN）,維管束植物,オニコナスビ,Lysimachia tashiroi
絶滅危惧ⅠB類（EN）,維管束植物,カムイコザクラ,Primula hidakana f. kamuiana
絶滅危惧ⅠB類（EN）,維管束植物,カッコソウ,Primula kisoana var. kisoana
絶滅危惧ⅠB類（EN）,維管束植物,シコクカッコソウ,Primula kisoana var. shikokiana
絶滅危惧ⅠB類（EN）,維管束植物,ヒメコザクラ,Primula macrocarpa
絶滅危惧ⅠB類（EN）,維管束植物,ミョウギイワザクラ,Primula reinii var. myogiensis
絶滅危惧ⅠB類（EN）,維管束植物,ユウバリコザクラ,Primula yuparensis
絶滅危惧ⅠB類（EN）,維管束植物,ホザキザクラ,Stimpsonia chamaedryoides
絶滅危惧ⅠB類（EN）,維管束植物,ムニンクロキ,Symplocos boninensis
絶滅危惧ⅠB類（EN）,維管束植物,コニシハイノキ,Symplocos konishii
絶滅危惧ⅠB類（EN）,維管束植物,チチジマクロキ,Symplocos pergracilis
絶滅危惧ⅠB類（EN）,維管束植物,ヤチツツジ,Chamaedaphne calyculata
絶滅危惧ⅠB類（EN）,維管束植物,エゾイチヤクソウ,Pyrola minor
絶滅危惧ⅠB類（EN）,維管束植物,アマギツツジ,Rhododendron amagianum
絶滅危惧ⅠB類（EN）,維管束植物,アマクサミツバツツジ,Rhododendron amakusaense
絶滅危惧ⅠB類（EN）,維管束植物,ヒダカミツバツツジ,Rhododendron dilatatum var. boreale
絶滅危惧ⅠB類（EN）,維管束植物,ウラジロヒカゲツツジ,Rhododendron keiskei var. hypoglaucum
絶滅危惧ⅠB類（EN）,維管束植物,ムラサキツリガネツツジ,Rhododendron lasiophyllum var. lasiophyllum
絶滅危惧ⅠB類（EN）,維管束植物,アマミセイシカ,Rhododendron latoucheae var. amamiense
絶滅危惧ⅠB類（EN）,維管束植物,オオスミミツバツツジ,Rhododendron mayebarae var. ohsumiense
絶滅危惧ⅠB類（EN）,維管束植物,トキワバイカツツジ,Rhododendron uwaense
絶滅危惧ⅠB類（EN）,維管束植物,タカクマミツバツツジ,Rhododendron viscistylum
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマヨウラクツツジ,Rhododendron yakushimense
絶滅危惧ⅠB類（EN）,維管束植物,チョウセンヤマツツジ,Rhododendron yedoense var. hallaisanense
絶滅危惧ⅠB類（EN）,維管束植物,クサミズキ,Nothapodytes nimmonianus
絶滅危惧ⅠB類（EN）,維管束植物,ヒジハリノキ,Benkara sinensis
絶滅危惧ⅠB類（EN）,維管束植物,コバンムグラ,Exallage chrysotricha
絶滅危惧ⅠB類（EN）,維管束植物,ヤツガタケムグラ,Galium triflorum
絶滅危惧ⅠB類（EN）,維管束植物,サンプクリンドウ,Comastoma pulmonarium subsp. sectum
絶滅危惧ⅠB類（EN）,維管束植物,コヒナリンドウ,Gentiana laeviuscula
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマリンドウ,Gentiana yakushimensis
絶滅危惧ⅠB類（EN）,維管束植物,オノエリンドウ,Gentianella amarella subsp. takedae
絶滅危惧ⅠB類（EN）,維管束植物,ユウバリリンドウ,Gentianella amarella subsp. yuparensis
絶滅危惧ⅠB類（EN）,維管束植物,チチブリンドウ,Gentianopsis contorta
絶滅危惧ⅠB類（EN）,維管束植物,アカイシリンドウ,Gentianopsis yabei var. akaisiensis
絶滅危惧ⅠB類（EN）,維管束植物,ヒメセンブリ,Lomatogonium carinthiacum
絶滅危惧ⅠB類（EN）,維管束植物,ハナヤマツルリンドウ,Tripterospermum distylum
絶滅危惧ⅠB類（EN）,維管束植物,ゴムカズラ,Urceola micrantha
絶滅危惧ⅠB類（EN）,維管束植物,ナンゴクカモメヅル,Vincetoxicum austrokiusianum
絶滅危惧ⅠB類（EN）,維管束植物,イズカモメヅル,Vincetoxicum izuense
絶滅危惧ⅠB類（EN）,維管束植物,ヒメイヨカズラ,Vincetoxicum matsumurae
絶滅危惧ⅠB類（EN）,維管束植物,ムラサキ,Lithospermum erythrorhizon
絶滅危惧ⅠB類（EN）,維管束植物,ツルカメバソウ,Trigonotis iinumae
絶滅危惧ⅠB類（EN）,維管束植物,チョウセンカメバソウ,Trigonotis radicans var. sericea
絶滅危惧ⅠB類（EN）,維管束植物,マメダオシ,Cuscuta australis
絶滅危惧ⅠB類（EN）,維管束植物,ハマネナシカズラ,Cuscuta chinensis
絶滅危惧ⅠB類（EN）,維管束植物,マルバアサガオガラクサ,Evolvulus alsinoides var. rotundifolius
絶滅危惧ⅠB類（EN）,維管束植物,オオバケアサガオ,Lepistemon binectariferum var. trichocarpum
絶滅危惧ⅠB類（EN）,維管束植物,ショウドシマレンギョウ,Forsythia togashii
絶滅危惧ⅠB類（EN）,維管束植物,ヤナギバモクセイ,Osmanthus insularis var. okinawensis
絶滅危惧ⅠB類（EN）,維管束植物,オオモクセイ,Osmanthus rigidus
絶滅危惧ⅠB類（EN）,維管束植物,ユウバリソウ,Lagotis takedana
絶滅危惧ⅠB類（EN）,維管束植物,ホソバウルップソウ,Lagotis yesoensis
絶滅危惧ⅠB類（EN）,維管束植物,エナシシソクサ,Limnophila fragrans
絶滅危惧ⅠB類（EN）,維管束植物,ヒシモドキ,Trapella sinensis
絶滅危惧ⅠB類（EN）,維管束植物,ホソバヒメトラノオ,Veronica linariifolia var. linariifolia
絶滅危惧ⅠB類（EN）,維管束植物,イスミスズカケ,Veronicastrum noguchii
絶滅危惧ⅠB類（EN）,維管束植物,ツシマヒナノウスツボ,Scrophularia kakudensis var. toyamae
絶滅危惧ⅠB類（EN）,維管束植物,タカクマムラサキ,Callicarpa longissima
絶滅危惧ⅠB類（EN）,維管束植物,ウラジロコムラサキ,Callicarpa parvifolia
絶滅危惧ⅠB類（EN）,維管束植物,オオヒメキセワタ,Matsumurella chinensis
絶滅危惧ⅠB類（EN）,維管束植物,アマミタムラソウ,Salvia pygmaea var. simplicior
絶滅危惧ⅠB類（EN）,維管束植物,ムニンタツナミソウ,Scutellaria longituba
絶滅危惧ⅠB類（EN）,維管束植物,ケミヤマナミキ,Scutellaria shikokiana var. pubicaulis
絶滅危惧ⅠB類（EN）,維管束植物,エゾニガクサ,Teucrium veronicoides var. veronicoides
絶滅危惧ⅠB類（EN）,維管束植物,ヒメサギゴケ,Mazus goodenifolius
絶滅危惧ⅠB類（EN）,維管束植物,イズコゴメグサ,Euphrasia insignis subsp. iinumae var. idzuensis
